tweet_id,disaster_type,Event type,Relevance
9.01E+17,Hurricane,news,Not Relevant
9.01E+17,Hurricane,news,Not Relevant
9.01E+17,Hurricane,news,Not Relevant
9.01E+17,Hurricane,news,Not Relevant
9.01E+17,Hurricane,news,Not Relevant
9.01E+17,Hurricane,news,Not Relevant
9.01E+17,Hurricane,news,Not Relevant
9.01E+17,Hurricane,news,Not Relevant
9.01E+17,Hurricane,news,Not Relevant
9.01E+17,Hurricane,news,Not Relevant
9.01E+17,Hurricane,news,Not Relevant
9.01E+17,Hurricane,news,Not Relevant
9.01E+17,Hurricane,news,Not Relevant
'591913091278897152',Earthquake,others,Not Relevant
'591963010589065216',Earthquake,others,Not Relevant
'592084861965508608',Earthquake,others,Not Relevant
9.01E+17,Hurricane,others,Not Relevant
221935014,Hurricane,others,Not Relevant
'591915506094866432',Earthquake,others,Not Relevant
9.01E+17,Hurricane,others,Not Relevant
9.01E+17,Hurricane,others,Not Relevant
'591911061747445760',Earthquake,others,Not Relevant
'592073569154109440',Earthquake,others,Not Relevant
'591911076700106752',Earthquake,others,Not Relevant
9.01E+17,Hurricane,others,Not Relevant
'591915776753475584',Earthquake,others,Not Relevant
221935053,Hurricane,others,Not Relevant
'591915800648290304',Earthquake,others,Not Relevant
'592071803775766528',Earthquake,others,Not Relevant
'591915519084625921',Earthquake,others,Not Relevant
'591915839806373888',Earthquake,others,Not Relevant
'592084584264663040',Earthquake,others,Not Relevant
221934933,Hurricane,others,Not Relevant
9.01E+17,Hurricane,others,Not Relevant
9.01E+17,Hurricane,others,Not Relevant
9.01E+17,Hurricane,others,Not Relevant
'592075416912859136',Earthquake,others,Not Relevant
9.01E+17,Hurricane,others,Not Relevant
9.01E+17,Hurricane,others,Not Relevant
9.01E+17,Hurricane,others,Not Relevant
9.01E+17,Hurricane,others,Not Relevant
9.01E+17,Hurricane,others,Not Relevant
9.01E+17,Hurricane,others,Not Relevant
'592075459749289984',Earthquake,others,Not Relevant
9.01E+17,Hurricane,others,Not Relevant
221935100,Hurricane,others,Not Relevant
'592075505450397696',Earthquake,others,Not Relevant
'592085633629298688',Earthquake,others,Not Relevant
'592075563931717632',Earthquake,others,Not Relevant
'591961332049580032',Earthquake,others,Not Relevant
9.01E+17,Hurricane,others,Not Relevant
9.01E+17,Hurricane,others,Not Relevant
'592075627739611136',Earthquake,others,Not Relevant
'591963288692338688',Earthquake,others,Not Relevant
9.01E+17,Hurricane,others,Not Relevant
9.01E+17,Hurricane,others,Not Relevant
'591961993508040704',Earthquake,others,Not Relevant
9.01E+17,Hurricane,others,Not Relevant
'591915844092952576',Earthquake,others,Not Relevant
9.01E+17,Hurricane,others,Not Relevant
'511502518707556352',Hurricane,others,Not Relevant
9.01E+17,Hurricane,others,Not Relevant
221935097,Hurricane,others,Not Relevant
'591912425546387456',Earthquake,others,Not Relevant
'592072783062007809',Earthquake,others,Not Relevant
'592070267993653248',Earthquake,others,Not Relevant
9.01E+17,Hurricane,others,Not Relevant
9.01E+17,Hurricane,others,Not Relevant
'591904895839694848',Earthquake,others,Not Relevant
'591961803950686208',Earthquake,others,Not Relevant
9.01E+17,Hurricane,others,Not Relevant
221934984,Hurricane,others,Not Relevant
'592070124871385088',Earthquake,others,Not Relevant
9.01E+17,Hurricane,others,Not Relevant
'592069177982193667',Earthquake,others,Not Relevant
9.01E+17,Hurricane,others,Not Relevant
9.01E+17,Hurricane,others,Not Relevant
9.01E+17,Hurricane,others,Not Relevant
'592071027846447104',Earthquake,others,Not Relevant
9.01E+17,Hurricane,others,Not Relevant
9.01E+17,Hurricane,others,Not Relevant
'592072172195094529',Earthquake,others,Not Relevant
'591915192503685121',Earthquake,others,Not Relevant
'592086861402640385',Earthquake,others,Not Relevant
'591918661360873473',Earthquake,others,Not Relevant
9.01E+17,Hurricane,others,Not Relevant
9.01E+17,Hurricane,others,Not Relevant
9.01E+17,Hurricane,others,Not Relevant
221934932,Hurricane,others,Not Relevant
'591920008189476864',Earthquake,others,Not Relevant
'592072993381036033',Earthquake,others,Not Relevant
'592071743465914369',Earthquake,others,Not Relevant
9.01E+17,Hurricane,others,Not Relevant
'592071513924304896',Earthquake,others,Not Relevant
'592071875422867457',Earthquake,others,Not Relevant
9.01E+17,Hurricane,others,Not Relevant
9.01E+17,Hurricane,others,Not Relevant
9.01E+17,Hurricane,others,Not Relevant
'591911143787995136',Earthquake,others,Not Relevant
'591919636175671296',Earthquake,others,Not Relevant
'592072051118092288',Earthquake,others,Not Relevant
'591919713640325121',Earthquake,others,Not Relevant
221934993,Hurricane,others,Not Relevant
'591910984182308864',Earthquake,others,Not Relevant
9.01E+17,Hurricane,others,Not Relevant
'591915357977227265',Earthquake,others,Not Relevant
'591919842552389633',Earthquake,others,Not Relevant
'591920261357645824',Earthquake,others,Not Relevant
'592073310172618752',Earthquake,others,Not Relevant
221934986,Hurricane,others,Not Relevant
'591910878263508992',Earthquake,others,Not Relevant
'591915340784861184',Earthquake,others,Not Relevant
'591910996970606592',Earthquake,others,Not Relevant
'592073340195475456',Earthquake,others,Not Relevant
'592126072700817408',Earthquake,others,Not Relevant
'592085690663342080',Earthquake,others,Not Relevant
'591920401170726914',Earthquake,others,Not Relevant
221934934,Hurricane,others,Not Relevant
'592075274679902208',Earthquake,others,Not Relevant
9.01E+17,Hurricane,others,Not Relevant
'591919702068236289',Earthquake,others,Not Relevant
'592070647284531200',Earthquake,others,Not Relevant
'592069873083219971',Earthquake,others,Not Relevant
'592069854913536001',Earthquake,others,Not Relevant
'592069822915223552',Earthquake,others,Not Relevant
'591906664422330368',Earthquake,others,Not Relevant
9.01E+17,Hurricane,others,Not Relevant
'592068030588387328',Earthquake,others,Not Relevant
'592068359858036737',Earthquake,others,Not Relevant
'592068739325034497',Earthquake,others,Not Relevant
221935084,Hurricane,others,Not Relevant
9.01E+17,Hurricane,others,Not Relevant
'591913708613279744',Earthquake,others,Not Relevant
9.01E+17,Hurricane,others,Not Relevant
'591912030292017152',Earthquake,others,Not Relevant
9.01E+17,Hurricane,others,Not Relevant
9.01E+17,Hurricane,others,Not Relevant
'591961063945596930',Earthquake,others,Not Relevant
'592071820506955776',Earthquake,others,Not Relevant
'591961061865066498',Earthquake,others,Not Relevant
'591919918209196033',Earthquake,others,Not Relevant
'592068844799139843',Earthquake,others,Not Relevant
'592068857252192256',Earthquake,others,Not Relevant
'591913370573344768',Earthquake,others,Not Relevant
'592069182713278465',Earthquake,others,Not Relevant
'591920105652629504',Earthquake,others,Not Relevant
9.01E+17,Hurricane,others,Not Relevant
'592069320886394880',Earthquake,others,Not Relevant
'591961218719481857',Earthquake,others,Not Relevant
'592070008546680834',Earthquake,others,Not Relevant
9.01E+17,Hurricane,others,Not Relevant
'591913658415845376',Earthquake,others,Not Relevant
9.01E+17,Hurricane,others,Not Relevant
'592069946030469120',Earthquake,others,Not Relevant
'591920325346074624',Earthquake,others,Not Relevant
9.01E+17,Hurricane,others,Not Relevant
'591919564184649728',Earthquake,others,Not Relevant
'591961012552601601',Earthquake,others,Not Relevant
'591910567679369216',Earthquake,others,Not Relevant
'591910854758502401',Earthquake,others,Not Relevant
'591961266928881664',Earthquake,others,Not Relevant
'592072242458066944',Earthquake,others,Not Relevant
'591961256623407104',Earthquake,others,Not Relevant
221935003,Hurricane,others,Not Relevant
221935000,Hurricane,others,Not Relevant
221935006,Hurricane,others,Not Relevant
9.01E+17,Hurricane,others,Not Relevant
'592068673197727744',Earthquake,others,Not Relevant
9.01E+17,Hurricane,others,Not Relevant
'592073476816515072',Earthquake,others,Not Relevant
9.01E+17,Hurricane,others,Not Relevant
9.01E+17,Hurricane,others,Not Relevant
'592086316394881024',Earthquake,others,Not Relevant
'592086025293287424',Earthquake,others,Not Relevant
'592084975500939264',Earthquake,others,Not Relevant
9.01E+17,Hurricane,others,Not Relevant
'591962797698854912',Earthquake,others,Not Relevant
9.01E+17,Hurricane,others,Not Relevant
221934997,Hurricane,others,Not Relevant
9.01E+17,Hurricane,others,Not Relevant
'592072463615393794',Earthquake,others,Not Relevant
9.01E+17,Hurricane,others,Not Relevant
'592085896884682753',Earthquake,others,Not Relevant
9.01E+17,Hurricane,others,Not Relevant
9.01E+17,Hurricane,others,Not Relevant
'592085744698667008',Earthquake,others,Not Relevant
'592085707813847042',Earthquake,others,Not Relevant
9.01E+17,Hurricane,others,Not Relevant
'592069765704896513',Earthquake,others,Not Relevant
'592069023279415296',Earthquake,others,Not Relevant
'592068851753472000',Earthquake,others,Not Relevant
221934971,Hurricane,others,Not Relevant
'592073692819120129',Earthquake,others,Not Relevant
'592068328476127233',Earthquake,others,Not Relevant
221935088,Hurricane,others,Not Relevant
'592070595224952832',Earthquake,others,Not Relevant
'591913655886831617',Earthquake,others,Not Relevant
9.01E+17,Hurricane,others,Not Relevant
'592068720475811841',Earthquake,others,Not Relevant
'591913712509919232',Earthquake,others,Not Relevant
9.01E+17,Hurricane,others,Not Relevant
'592068622249394177',Earthquake,others,Not Relevant
9.01E+17,Hurricane,others,Not Relevant
'592068612254527488',Earthquake,others,Not Relevant
'592068689006043137',Earthquake,others,Not Relevant
'592069609487925248',Earthquake,others,Not Relevant
'592069606149267456',Earthquake,others,Not Relevant
9.01E+17,Hurricane,others,Not Relevant
'592069567880396801',Earthquake,others,Not Relevant
'592069241261596672',Earthquake,others,Not Relevant
'592072263693783040',Earthquake,others,Not Relevant
221934966,Hurricane,others,Not Relevant
'591915722718064640',Earthquake,others,Not Relevant
'591910898102501377',Earthquake,others,Not Relevant
'592068716717842432',Earthquake,others,Not Relevant
9.01E+17,Hurricane,others,Not Relevant
221935086,Hurricane,others,Not Relevant
9.01E+17,Hurricane,others,Not Relevant
'592071028848852993',Earthquake,others,Not Relevant
9.01E+17,Hurricane,others,Not Relevant
'592074374032723969',Earthquake,others,Not Relevant
9.01E+17,Hurricane,others,Not Relevant
9.01E+17,Hurricane,others,Not Relevant
'591964069197914114',Earthquake,others,Not Relevant
'591963995071873026',Earthquake,others,Not Relevant
9.01E+17,Hurricane,others,Not Relevant
'591964029809221632',Earthquake,others,Not Relevant
9.01E+17,Hurricane,others,Not Relevant
'591914992103923712',Earthquake,others,Not Relevant
9.01E+17,Hurricane,others,Not Relevant
'592073811433951232',Earthquake,others,Not Relevant
'592083677481463808',Earthquake,others,Not Relevant
9.01E+17,Hurricane,others,Not Relevant
'592074042229719040',Earthquake,others,Not Relevant
'592073968976289792',Earthquake,others,Not Relevant
9.01E+17,Hurricane,others,Not Relevant
'592073938378731520',Earthquake,others,Not Relevant
'592073931890233344',Earthquake,others,Not Relevant
9.01E+17,Hurricane,others,Not Relevant
'592074734881402881',Earthquake,others,Not Relevant
9.01E+17,Hurricane,others,Not Relevant
9.01E+17,Hurricane,others,Not Relevant
'592075956732317696',Earthquake,others,Not Relevant
9.01E+17,Hurricane,others,Not Relevant
'592075281873182720',Earthquake,others,Not Relevant
'592077053098360832',Earthquake,others,Not Relevant
221934972,Hurricane,others,Not Relevant
'591963805527056386',Earthquake,others,Not Relevant
9.01E+17,Hurricane,others,Not Relevant
'592087243902312448',Earthquake,others,Not Relevant
'592075635901640705',Earthquake,others,Not Relevant
9.01E+17,Hurricane,others,Not Relevant
'592076623844769793',Earthquake,others,Not Relevant
'591914735018217472',Earthquake,others,Not Relevant
'591962064157077504',Earthquake,others,Not Relevant
'591915268873396224',Earthquake,others,Not Relevant
'592088254804955136',Earthquake,others,Not Relevant
9.01E+17,Hurricane,others,Not Relevant
'591961514795540480',Earthquake,others,Not Relevant
9.01E+17,Hurricane,others,Not Relevant
9.01E+17,Hurricane,others,Not Relevant
9.01E+17,Hurricane,others,Not Relevant
'592084512307355648',Earthquake,others,Not Relevant
'591914839200690178',Earthquake,others,Not Relevant
'591961427826507777',Earthquake,others,Not Relevant
'591913875785719808',Earthquake,others,Not Relevant
221934936,Hurricane,others,Not Relevant
9.01E+17,Hurricane,others,Not Relevant
'591980463369146368',Earthquake,others,Not Relevant
9.01E+17,Hurricane,others,Not Relevant
'592084149097406465',Earthquake,others,Not Relevant
9.01E+17,Hurricane,others,Not Relevant
'591961441302773762',Earthquake,others,Not Relevant
'591908124803485699',Earthquake,others,Not Relevant
'592068008647991296',Earthquake,others,Not Relevant
'591911783855718400',Earthquake,others,Not Relevant
'592074790577418240',Earthquake,others,Not Relevant
'592076632237559808',Earthquake,others,Not Relevant
9.01E+17,Hurricane,others,Not Relevant
'592075062439608320',Earthquake,others,Not Relevant
'591961674137137152',Earthquake,others,Not Relevant
9.01E+17,Hurricane,others,Not Relevant
'591918240835760128',Earthquake,others,Not Relevant
'591911068336672768',Earthquake,others,Not Relevant
221935042,Hurricane,others,Not Relevant
'591915667361783809',Earthquake,others,Not Relevant
9.01E+17,Hurricane,others,Not Relevant
'592085561789259777',Earthquake,others,Not Relevant
9.01E+17,Hurricane,others,Not Relevant
9.01E+17,Hurricane,others,Not Relevant
'592076495411126272',Earthquake,others,Not Relevant
9.01E+17,Hurricane,others,Not Relevant
'591915242596118528',Earthquake,others,Not Relevant
'592075895562731520',Earthquake,others,Not Relevant
'592075854185922560',Earthquake,others,Not Relevant
'591963347995734017',Earthquake,others,Not Relevant
'592075261425782784',Earthquake,others,Not Relevant
9.01E+17,Hurricane,others,Not Relevant
9.01E+17,Hurricane,others,Not Relevant
'591963796022894592',Earthquake,others,Not Relevant
221935060,Hurricane,others,Not Relevant
'592075671297372162',Earthquake,others,Not Relevant
'592088107379482625',Earthquake,others,Not Relevant
'592075670508982272',Earthquake,others,Not Relevant
9.01E+17,Hurricane,others,Not Relevant
'591910393477365760',Earthquake,others,Not Relevant
9.01E+17,Hurricane,others,Not Relevant
'592076919505625089',Earthquake,others,Not Relevant
'592077038539902976',Earthquake,others,Not Relevant
'592076240963674113',Earthquake,others,Not Relevant
'592085591765954560',Earthquake,others,Not Relevant
9.01E+17,Hurricane,others,Not Relevant
9.01E+17,Hurricane,others,Not Relevant
'591918661780303874',Earthquake,others,Not Relevant
'591974340117143553',Earthquake,others,Not Relevant
9.01E+17,Hurricane,others,Not Relevant
'592075261778071552',Earthquake,others,Not Relevant
'591918661025341440',Earthquake,others,Not Relevant
'592073902601404420',Earthquake,others,Not Relevant
'591918310280724480',Earthquake,others,Not Relevant
'592129586059612160',Earthquake,others,Not Relevant
'591961996054126593',Earthquake,others,Not Relevant
'592073899841425409',Earthquake,others,Not Relevant
9.01E+17,Hurricane,others,Not Relevant
9.01E+17,Hurricane,others,Not Relevant
9.01E+17,Hurricane,others,Not Relevant
9.01E+17,Hurricane,others,Not Relevant
'592074956667822081',Earthquake,others,Not Relevant
'592076499982929921',Earthquake,others,Not Relevant
'591962060340199425',Earthquake,others,Not Relevant
'592076424149872641',Earthquake,others,Not Relevant
'592075086359764993',Earthquake,others,Not Relevant
'592073740986388481',Earthquake,others,Not Relevant
'592076357565186049',Earthquake,others,Not Relevant
'592075125857595393',Earthquake,others,Not Relevant
9.01E+17,Hurricane,others,Not Relevant
'592075899652046849',Earthquake,others,Not Relevant
'592076443787534336',Earthquake,others,Not Relevant
